--- ATOX DEGRADATION & THERMAL RECESSION SIMULATION ---
Final Status,PASS (Layer Survived)

--- SIMULATION PARAMETERS ---
Altitude [km],400
F10.7 Solar Index,150
Material Type,Teflon/FEP (0.05e-24)
Initial Thickness [mm],0.2
Initial Absorptivity,0.35
Emissivity,0.80

--- TELEMETRY DATA ---
Timeline [Years],Accumulated Fluence [atoms/cm2],Remaining Thickness [mm],Degraded Absorptivity,Equilibrium Temperature [C]
6.666666666666667,1.7763189079047333e+23,0.11118405460476335,0.5,76.82640919247547
6.767676767676767,1.8032328307517748e+23,0.10983835846241127,0.5,76.82640919247547
6.8686868686868685,1.8301467535988163e+23,0.10849266232005919,0.5,76.82640919247547
6.96969696969697,1.8570606764458575e+23,0.10714696617770714,0.5,76.82640919247547
7.070707070707071,1.883974599292899e+23,0.10580127003535506,0.5,76.82640919247547
7.171717171717172,1.9108885221399405e+23,0.10445557389300297,0.5,76.82640919247547
7.2727272727272725,1.9378024449869817e+23,0.10310987775065092,0.5,76.82640919247547
7.373737373737374,1.9647163678340233e+23,0.10176418160829885,0.5,76.82640919247547
7.474747474747475,1.9916302906810648e+23,0.10041848546594677,0.5,76.82640919247547
7.575757575757576,2.018544213528106e+23,0.09907278932359471,0.5,76.82640919247547
7.6767676767676765,2.045458136375147e+23,0.09772709318124266,0.5,76.82640919247547
7.777777777777778,2.0723720592221887e+23,0.09638139703889059,0.5,76.82640919247547
7.878787878787879,2.0992859820692302e+23,0.0950357008965385,0.5,76.82640919247547
7.97979797979798,2.1261999049162717e+23,0.09369000475418643,0.5,76.82640919247547
8.080808080808081,2.1531138277633133e+23,0.09234430861183435,0.5,76.82640919247547
8.181818181818182,2.1800277506103545e+23,0.09099861246948228,0.5,76.82640919247547
8.282828282828282,2.2069416734573956e+23,0.08965291632713022,0.5,76.82640919247547
8.383838383838384,2.2338555963044375e+23,0.08830722018477814,0.5,76.82640919247547
8.484848484848484,2.2607695191514787e+23,0.08696152404242609,0.5,76.82640919247547
8.585858585858587,2.2876834419985206e+23,0.08561582790007398,0.5,76.82640919247547
8.686868686868687,2.3145973648455617e+23,0.08427013175772192,0.5,76.82640919247547
8.787878787878787,2.3415112876926026e+23,0.08292443561536988,0.5,76.82640919247547
8.88888888888889,2.3684252105396445e+23,0.08157873947301778,0.5,76.82640919247547
8.98989898989899,2.3953391333866856e+23,0.08023304333066572,0.5,76.82640919247547
9.090909090909092,2.4222530562337275e+23,0.07888734718831364,0.5,76.82640919247547
9.191919191919192,2.4491669790807687e+23,0.07754165104596158,0.5,76.82640919247547
9.292929292929292,2.47608090192781e+23,0.07619595490360952,0.5,76.82640919247547
9.393939393939394,2.5029948247748514e+23,0.07485025876125745,0.5,76.82640919247547
9.494949494949495,2.5299087476218926e+23,0.0735045626189054,0.5,76.82640919247547
9.595959595959595,2.556822670468934e+23,0.07215886647655331,0.5,76.82640919247547
9.696969696969697,2.5837365933159756e+23,0.07081317033420123,0.5,76.82640919247547
9.797979797979798,2.6106505161630172e+23,0.06946747419184915,0.5,76.82640919247547
9.8989898989899,2.6375644390100584e+23,0.0681217780494971,0.5,76.82640919247547
10.0,2.6644783618571e+23,0.06677608190714501,0.5,76.82640919247547
