--- ATOX DEGRADATION & THERMAL RECESSION SIMULATION ---
Final Status,FAIL (Layer Eroded Away!)

--- SIMULATION PARAMETERS ---
Altitude [km],500
F10.7 Solar Index,150
Material Type,Kapton (3.0e-24)
Initial Thickness [mm],0.5
Initial Absorptivity,0.35
Emissivity,0.80

--- TELEMETRY DATA ---
Timeline [Years],Accumulated Fluence [atoms/cm2],Remaining Thickness [mm],Degraded Absorptivity,Equilibrium Temperature [C]
3.6363636363636362,2.305022919518906e+22,0.0,0.9,132.2249398028939
3.7373737373737375,2.3690513339499864e+22,0.0,0.9,132.2249398028939
3.8383838383838382,2.4330797483810674e+22,0.0,0.9,132.2249398028939
3.9393939393939394,2.497108162812148e+22,0.0,0.9,132.2249398028939
4.040404040404041,2.561136577243229e+22,0.0,0.9,132.2249398028939
4.141414141414141,2.625164991674309e+22,0.0,0.9,132.2249398028939
4.242424242424242,2.6891934061053904e+22,0.0,0.9,132.2249398028939
4.343434343434343,2.753221820536471e+22,0.0,0.9,132.2249398028939
4.444444444444445,2.817250234967552e+22,0.0,0.9,132.2249398028939
4.545454545454546,2.8812786493986324e+22,0.0,0.9,132.2249398028939
4.646464646464646,2.945307063829713e+22,0.0,0.9,132.2249398028939
4.747474747474747,3.009335478260794e+22,0.0,0.9,132.2249398028939
4.848484848484849,3.073363892691875e+22,0.0,0.9,132.2249398028939
4.94949494949495,3.1373923071229554e+22,0.0,0.9,132.2249398028939
5.05050505050505,3.201420721554036e+22,0.0,0.9,132.2249398028939
5.151515151515151,3.2654491359851164e+22,0.0,0.9,132.2249398028939
5.252525252525253,3.3294775504161974e+22,0.0,0.9,132.2249398028939
5.353535353535354,3.3935059648472783e+22,0.0,0.9,132.2249398028939
5.454545454545454,3.457534379278359e+22,0.0,0.9,132.2249398028939
5.555555555555555,3.5215627937094394e+22,0.0,0.9,132.2249398028939
5.656565656565657,3.5855912081405208e+22,0.0,0.9,132.2249398028939
5.757575757575758,3.6496196225716013e+22,0.0,0.9,132.2249398028939
5.858585858585859,3.7136480370026823e+22,0.0,0.9,132.2249398028939
5.959595959595959,3.777676451433762e+22,0.0,0.9,132.2249398028939
6.0606060606060606,3.841704865864843e+22,0.0,0.9,132.2249398028939
6.161616161616162,3.905733280295924e+22,0.0,0.9,132.2249398028939
6.262626262626263,3.969761694727005e+22,0.0,0.9,132.2249398028939
6.363636363636363,4.033790109158085e+22,0.0,0.9,132.2249398028939
6.4646464646464645,4.097818523589166e+22,0.0,0.9,132.2249398028939
6.565656565656566,4.161846938020246e+22,0.0,0.9,132.2249398028939
6.666666666666667,4.225875352451328e+22,0.0,0.9,132.2249398028939
6.767676767676767,4.289903766882408e+22,0.0,0.9,132.2249398028939
6.8686868686868685,4.353932181313489e+22,0.0,0.9,132.2249398028939
6.96969696969697,4.417960595744569e+22,0.0,0.9,132.2249398028939
7.070707070707071,4.48198901017565e+22,0.0,0.9,132.2249398028939
7.171717171717172,4.546017424606732e+22,0.0,0.9,132.2249398028939
7.2727272727272725,4.610045839037812e+22,0.0,0.9,132.2249398028939
7.373737373737374,4.674074253468892e+22,0.0,0.9,132.2249398028939
7.474747474747475,4.738102667899973e+22,0.0,0.9,132.2249398028939
7.575757575757576,4.802131082331054e+22,0.0,0.9,132.2249398028939
7.6767676767676765,4.866159496762135e+22,0.0,0.9,132.2249398028939
7.777777777777778,4.930187911193215e+22,0.0,0.9,132.2249398028939
7.878787878787879,4.994216325624296e+22,0.0,0.9,132.2249398028939
7.97979797979798,5.058244740055377e+22,0.0,0.9,132.2249398028939
8.080808080808081,5.122273154486458e+22,0.0,0.9,132.2249398028939
8.181818181818182,5.186301568917538e+22,0.0,0.9,132.2249398028939
8.282828282828282,5.250329983348618e+22,0.0,0.9,132.2249398028939
8.383838383838384,5.3143583977797e+22,0.0,0.9,132.2249398028939
8.484848484848484,5.378386812210781e+22,0.0,0.9,132.2249398028939
8.585858585858587,5.442415226641861e+22,0.0,0.9,132.2249398028939
8.686868686868687,5.506443641072942e+22,0.0,0.9,132.2249398028939
8.787878787878787,5.570472055504022e+22,0.0,0.9,132.2249398028939
8.88888888888889,5.634500469935104e+22,0.0,0.9,132.2249398028939
8.98989898989899,5.698528884366184e+22,0.0,0.9,132.2249398028939
9.090909090909092,5.762557298797265e+22,0.0,0.9,132.2249398028939
9.191919191919192,5.826585713228346e+22,0.0,0.9,132.2249398028939
9.292929292929292,5.890614127659426e+22,0.0,0.9,132.2249398028939
9.393939393939394,5.954642542090507e+22,0.0,0.9,132.2249398028939
9.494949494949495,6.018670956521588e+22,0.0,0.9,132.2249398028939
9.595959595959595,6.082699370952668e+22,0.0,0.9,132.2249398028939
9.696969696969697,6.14672778538375e+22,0.0,0.9,132.2249398028939
9.797979797979798,6.210756199814829e+22,0.0,0.9,132.2249398028939
9.8989898989899,6.274784614245911e+22,0.0,0.9,132.2249398028939
10.0,6.338813028676991e+22,0.0,0.9,132.2249398028939
